City,Check-in,Check-out,Hotel Name,Location,Rating,Price,URL
Ahmedabad,2025-12-26,2025-12-28,Hyatt Regency Ahmedabad,"Ashram Road, Ahmedabad (Ashram Road)","Scored 8.58.5Very good1,505 reviews",CAD 574,https://www.booking.comhttps://www.booking.com/hotel/in/hyatt-regency-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApLE6ccGwAIB0gIkZjMyYTRkYWQtMjE1YS00MzI2LTkxMDItYTFmZDM3NGVkMWRk2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-26&checkout=2025-12-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=54b4790973a50289&srepoch=1761239571&all_sr_blocks=131252714_93779383_2_42_0&highlighted_blocks=131252714_93779383_2_42_0&matching_block_id=131252714_93779383_2_42_0&sr_pri_blocks=131252714_93779383_2_42_0__3608100&from=searchresults
Ahmedabad,2025-12-26,2025-12-28,Golden Plaza,"Ellis Bridge, Ahmedabad (Ashram Road)",Scored 8.38.3Very good21 reviews,CAD 216,https://www.booking.comhttps://www.booking.com/hotel/in/golden-plaza-ahmedabad1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApLE6ccGwAIB0gIkZjMyYTRkYWQtMjE1YS00MzI2LTkxMDItYTFmZDM3NGVkMWRk2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-26&checkout=2025-12-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=54b4790973a50289&srepoch=1761239571&all_sr_blocks=1357837401_414859194_2_41_0_801716&highlighted_blocks=1357837401_414859194_2_41_0_801716&matching_block_id=1357837401_414859194_2_41_0_801716&sr_pri_blocks=1357837401_414859194_2_41_0_801716_1360000&from=searchresults
Ahmedabad,2025-12-26,2025-12-28,Comfort Inn Sunset,Ahmedabad,Scored 6.76.7Review score239 reviews,CAD 159,https://www.booking.comhttps://www.booking.com/hotel/in/comfort-inn-sunset.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApLE6ccGwAIB0gIkZjMyYTRkYWQtMjE1YS00MzI2LTkxMDItYTFmZDM3NGVkMWRk2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-26&checkout=2025-12-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=54b4790973a50289&srepoch=1761239571&all_sr_blocks=29281204_214797663_2_34_0&highlighted_blocks=29281204_214797663_2_34_0&matching_block_id=29281204_214797663_2_34_0&sr_pri_blocks=29281204_214797663_2_34_0__1000000&from=searchresults
Ahmedabad,2025-12-26,2025-12-28,Renaissance Ahmedabad Hotel,"SG Highway, Ahmedabad (SG Highway)",Scored 7.97.9Good320 reviews,CAD 399,https://www.booking.comhttps://www.booking.com/hotel/in/reinssance-ahmedabad-hotel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApLE6ccGwAIB0gIkZjMyYTRkYWQtMjE1YS00MzI2LTkxMDItYTFmZDM3NGVkMWRk2AIB4AIB&ucfs=1&arphpl=1&checkin=2025-12-26&checkout=2025-12-28&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=54b4790973a50289&srepoch=1761239571&all_sr_blocks=79444707_389529248_2_34_0&highlighted_blocks=79444707_389529248_2_34_0&matching_block_id=79444707_389529248_2_34_0&sr_pri_blocks=79444707_389529248_2_34_0__2510000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Hyatt Ahmedabad,"Vastrapur, Ahmedabad",Scored 8.68.6Fabulous896 reviews,CAD 255,https://www.booking.comhttps://www.booking.com/hotel/in/hyatt-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=45525611_269949480_2_42_0&highlighted_blocks=45525611_269949480_2_42_0&matching_block_id=45525611_269949480_2_42_0&sr_pri_blocks=45525611_269949480_2_42_0__1600000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,"ITC Narmada, a Luxury Collection Hotel, Ahmedabad","Vastrapur, Ahmedabad",Scored 8.88.8Fabulous746 reviews,CAD 525,https://www.booking.comhttps://www.booking.com/hotel/in/itc-narmada-a-luxury-collection.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=863980207_360292268_2_1_0&highlighted_blocks=863980207_360292268_2_1_0&matching_block_id=863980207_360292268_2_1_0&sr_pri_blocks=863980207_360292268_2_1_0__3300000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Taj Skyline Ahmedabad,"Thaltej, Ahmedabad","Scored 8.68.6Fabulous1,113 reviews",CAD 469,https://www.booking.comhttps://www.booking.com/hotel/in/taj-skyline-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=687766902_406422747_2_42_0_911260&highlighted_blocks=687766902_406422747_2_42_0_911260&matching_block_id=687766902_406422747_2_42_0_911260&sr_pri_blocks=687766902_406422747_2_42_0_911260_2950000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Vivanta Ahmedabad SG Highway,"SG Highway, Ahmedabad (SG Highway)",Scored 8.28.2Very good537 reviews,CAD 303,https://www.booking.comhttps://www.booking.com/hotel/in/aloft-ahmedabad-sg-road.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=62896014_388896486_2_34_0_910933&highlighted_blocks=62896014_388896486_2_34_0_910933&matching_block_id=62896014_388896486_2_34_0_910933&sr_pri_blocks=62896014_388896486_2_34_0_910933_1905000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Hotel Nalanda,"Ellis Bridge, Ahmedabad",Scored 9.09.0Superb320 reviews,CAD 156,https://www.booking.comhttps://www.booking.com/hotel/in/nalanda-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=194002608_378333616_2_41_0&highlighted_blocks=194002608_378333616_2_41_0&matching_block_id=194002608_378333616_2_41_0&sr_pri_blocks=194002608_378333616_2_41_0__980000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,BloomSuites l Ahmedabad,Ahmedabad,Scored 8.18.1Very good511 reviews,CAD 195,https://www.booking.comhttps://www.booking.com/hotel/in/bloomsuites-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=566814502_397121285_2_34_0_1173317&highlighted_blocks=566814502_397121285_2_34_0_1173317&matching_block_id=566814502_397121285_2_34_0_1173317&sr_pri_blocks=566814502_397121285_2_34_0_1173317_1224000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,"Fortune Landmark, Ahmedabad - Member ITC Hotels' Group","Ashram Road, Ahmedabad (Ashram Road)",Scored 8.18.1Very good566 reviews,CAD 207,https://www.booking.comhttps://www.booking.com/hotel/in/fortune-landmark.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=30066301_409399458_2_42_0&highlighted_blocks=30066301_409399458_2_42_0&matching_block_id=30066301_409399458_2_42_0&sr_pri_blocks=30066301_409399458_2_42_0__1300000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Hyatt Regency Ahmedabad,"Ashram Road, Ahmedabad (Ashram Road)","Scored 8.58.5Very good1,505 reviews",CAD 511,https://www.booking.comhttps://www.booking.com/hotel/in/hyatt-regency-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=131252714_93779383_2_42_0&highlighted_blocks=131252714_93779383_2_42_0&matching_block_id=131252714_93779383_2_42_0&sr_pri_blocks=131252714_93779383_2_42_0__3212100&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Four Points by Sheraton Ahmedabad,"Ellis Bridge, Ahmedabad",Scored 8.18.1Very good665 reviews,CAD 212,https://www.booking.comhttps://www.booking.com/hotel/in/four-points-by-sheraton-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=26546523_246426963_2_42_0&highlighted_blocks=26546523_246426963_2_42_0&matching_block_id=26546523_246426963_2_42_0&sr_pri_blocks=26546523_246426963_2_42_0__1335000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Fairfield by Marriott Ahmedabad,"Ashram Road, Ahmedabad (Ashram Road)",Scored 6.76.7Review score562 reviews,CAD 207,https://www.booking.comhttps://www.booking.com/hotel/in/fairfield-by-marriott-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=44941112_246431390_2_42_0&highlighted_blocks=44941112_246431390_2_42_0&matching_block_id=44941112_246431390_2_42_0&sr_pri_blocks=44941112_246431390_2_42_0__1300000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Golden Plaza,"Ellis Bridge, Ahmedabad (Ashram Road)",Scored 8.38.3Very good21 reviews,CAD 185,https://www.booking.comhttps://www.booking.com/hotel/in/golden-plaza-ahmedabad1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=1357837401_414859194_2_41_0_801716&highlighted_blocks=1357837401_414859194_2_41_0_801716&matching_block_id=1357837401_414859194_2_41_0_801716&sr_pri_blocks=1357837401_414859194_2_41_0_801716_1160000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Holiday Inn Express Ahmedabad Prahlad Nagar by IHG,Ahmedabad,Scored 6.96.9Review score757 reviews,CAD 193,https://www.booking.comhttps://www.booking.com/hotel/in/holiday-inn-express-ahmedabad-prahlad-nagar.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=45187106_94469186_2_41_0&highlighted_blocks=45187106_94469186_2_41_0&matching_block_id=45187106_94469186_2_41_0&sr_pri_blocks=45187106_94469186_2_41_0__1213800&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,The Ummed Ahmedabad Airport,Ahmedabad,Scored 7.07.0Good670 reviews,CAD 302,https://www.booking.comhttps://www.booking.com/hotel/in/taj-residency-ummed.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=7473307_395207182_2_42_0&highlighted_blocks=7473307_395207182_2_42_0&matching_block_id=7473307_395207182_2_42_0&sr_pri_blocks=7473307_395207182_2_42_0__1900000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Regenta Central Antarim Ahmedabad,"Navarangpura, Ahmedabad",Scored 7.27.2Good422 reviews,CAD 180,https://www.booking.comhttps://www.booking.com/hotel/in/antarim.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=214908508_404137440_2_42_0_828137&highlighted_blocks=214908508_404137440_2_42_0_828137&matching_block_id=214908508_404137440_2_42_0_828137&sr_pri_blocks=214908508_404137440_2_42_0_828137_1130339&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,juSTa Diwans Bungalow,Ahmedabad,Scored 9.39.3Superb14 reviews,CAD 255,https://www.booking.comhttps://www.booking.com/hotel/in/justa-diwans-bungalow-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=1297486002_406354541_2_0_0_1124685&highlighted_blocks=1297486002_406354541_2_0_0_1124685&matching_block_id=1297486002_406354541_2_0_0_1124685&sr_pri_blocks=1297486002_406354541_2_0_0_1124685_1599327&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Radisson Blu Hotel Ahmedabad,"Ellis Bridge, Ahmedabad (CG Road)","Scored 8.28.2Very good1,350 reviews",CAD 325,https://www.booking.comhttps://www.booking.com/hotel/in/radisson-blu-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=63283903_96322802_2_42_0&highlighted_blocks=63283903_96322802_2_42_0&matching_block_id=63283903_96322802_2_42_0&sr_pri_blocks=63283903_96322802_2_42_0__2044000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,"Fortune Select SG Highway, Ahmedabad - Member ITC Hotels' Group","SG Highway, Ahmedabad (SG Highway)",Scored 7.67.6Good379 reviews,CAD 239,https://www.booking.comhttps://www.booking.com/hotel/in/the-fern-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=35028801_277595269_2_42_0&highlighted_blocks=35028801_277595269_2_42_0&matching_block_id=35028801_277595269_2_42_0&sr_pri_blocks=35028801_277595269_2_42_0__1499800&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Deewanji Ni Haveli,Ahmedabad,Scored 8.78.7Fabulous182 reviews,CAD 255,https://www.booking.comhttps://www.booking.com/hotel/in/deewanji-ni-haveli.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=176476402_392787719_2_41_0_703639&highlighted_blocks=176476402_392787719_2_41_0_703639&matching_block_id=176476402_392787719_2_41_0_703639&sr_pri_blocks=176476402_392787719_2_41_0_703639_1600000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Renaissance Ahmedabad Hotel,"SG Highway, Ahmedabad (SG Highway)",Scored 7.97.9Good320 reviews,CAD 329,https://www.booking.comhttps://www.booking.com/hotel/in/reinssance-ahmedabad-hotel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=79444707_389529248_2_34_0&highlighted_blocks=79444707_389529248_2_34_0&matching_block_id=79444707_389529248_2_34_0&sr_pri_blocks=79444707_389529248_2_34_0__2070000&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Crowne Plaza Ahmedabad City Centre by IHG,"SG Highway, Ahmedabad (SG Highway)",Scored 8.68.6Fabulous668 reviews,CAD 341,https://www.booking.comhttps://www.booking.com/hotel/in/crowne-plaza-ahmedabad-city-centre.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=87580923_118377878_2_42_0&highlighted_blocks=87580923_118377878_2_42_0&matching_block_id=87580923_118377878_2_42_0&sr_pri_blocks=87580923_118377878_2_42_0__2139700&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Sarovar Portico Rivera Ahmedabad,Ahmedabad,Scored 7.77.7Good188 reviews,CAD 252,https://www.booking.comhttps://www.booking.com/hotel/in/sarovar-portico-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=26200119_407794533_2_42_0_126240&highlighted_blocks=26200119_407794533_2_42_0_126240&matching_block_id=26200119_407794533_2_42_0_126240&sr_pri_blocks=26200119_407794533_2_42_0_126240_1582902&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Novotel Ahmedabad,"SG Highway, Ahmedabad (SG Highway)","Scored 7.77.7Good1,073 reviews",CAD 379,https://www.booking.comhttps://www.booking.com/hotel/in/novotel-ahmedabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=69991619_94501121_2_42_0&highlighted_blocks=69991619_94501121_2_42_0&matching_block_id=69991619_94501121_2_42_0&sr_pri_blocks=69991619_94501121_2_42_0__2380000&from_sustainable_property_sr=1&from=searchresults
Ahmedabad,2026-01-01,2026-01-03,Bloom Hotel SG Highway,"SG Highway, Ahmedabad (SG Highway)",Scored 8.18.1Very good64 reviews,CAD 192,https://www.booking.comhttps://www.booking.com/hotel/in/bloom-sg-highway.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9haG1lZGFiYWRIM1gEaCeIAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4ApnE6ccGwAIB0gIkZDEzMWM3ZTUtNGEyZS00ZWFmLThkNDMtM2JhYjgwYjI3ZGRm2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-01-01&checkout=2026-01-03&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=0ef2790cd1ee02f8&srepoch=1761239579&all_sr_blocks=1294552801_403192146_2_42_0&highlighted_blocks=1294552801_403192146_2_42_0&matching_block_id=1294552801_403192146_2_42_0&sr_pri_blocks=1294552801_403192146_2_42_0__1206000&from=searchresults
